Project ID,School ID,Teacher ID,Teacher Project Posted Sequence,Project Type,Project Title,Project Essay,Project Subject Category Tree,Project Subject Subcategory Tree,Project Grade Level Category,Project Resource Category,Project Cost,Project Posted Date,Project Current Status,Project Fully Funded Date
4279e6653edf49a69140b7fea03bbe33,bf3ff6a414d64ca295aeb44f7a5a3d47,e41e9d5453d74a91acba1bdd7e98e355,1,Teacher-Led,Empowering Learners through Science,Our classroom is full of eager learners who would benefit greatly from headphones for reading stations.,"Special Needs, Applied Learning","Mathematics, Literature & Writing",Grades 6-8,Supplies,$472.73,2013-11-21,Fully Funded,2013-11-23
42a3d9fe8e464a799320cc7f06e9601e,955f5e758da04ef2a8d510b03a1bed3d,19975d4193de449a9741ceb5ba027974,1,Teacher-Led,Reading for Every Student,"With a classroom set of tablets, my students will be able to engage more deeply with the material.",Health & Sports,Health & Wellness,Grades 3-5,Visitors,$515.02,2014-09-21,Fully Funded,2014-09-27
1579f766ffad416faa1def79cb7b8de3,786553393a3f43e8a81494f1a52d5f2f,b0c908035ca14b83956b16d94cede5f9,2,Student-Led,Bringing Physical Education to Life,"With a set of calculators, my students will be able to engage more deeply with the material.","Literacy & Language, Health & Sports","Special Needs, Gym & Fitness",Grades PreK-2,Supplies,$119.59,2013-02-06,Expired,
b8ea7f50ba4c4353826d6d9c6da7dacf,3c856ceece2d45a084887fb99ef82bab,a273395c5279478ea46a4c88aae45aab,1,Teacher-Led,A New Way to Explore Science,Many of my students come from low income families and sports equipment would make a huge difference.,Health & Sports,Health & Wellness,Grades PreK-2,Supplies,$195.89,2014-03-06,Fully Funded,2014-04-10
cafdc8faf57a4e79ade3f45e7ec6870c,ba83d00e51964be2b0f4e9799f168335,cfa233b19ba54aa6834e8948b0a87574,2,Teacher-Led,Growing Minds with History,Many of my students come from low income families and art supplies would make a huge difference.,Health & Sports,"Mathematics, Environmental Science",Grades 9-12,Instructional Technology,$187.63,2014-03-14,Fully Funded,2014-04-01
5933fecbbb0346c7bed54e9a6e91d6e3,caa47ad67f8646dc8fa57725ff24efb9,c51fb9c63c1646d38ead9e1fe2f2da8f,2,Teacher-Led,A New Way to Explore Writing,Our classroom is full of eager learners who would benefit greatly from science kits.,Music & The Arts,"Performing Arts, Special Needs",Grades PreK-2,Art Supplies,$447.05,2013-03-28,Expired,
d2415f4eb32b4f1389f186cd4a7904d0,a4c120afe80744e0ba81979749884d06,0e7b118f266746029af112f020e8b34c,1,Teacher-Led,Bringing Math to Life,Our classroom is full of eager learners who would benefit greatly from science kits.,Math & Science,Literature & Writing,Grades 9-12,Instructional Technology,$155.54,2015-03-30,Fully Funded,2015-04-28
2b0ca1a58d9c40548e805d2653f6f550,f3f95c76ed814d4fbdccdde3a1b438bf,2ac5c38266c34656b27437ea71cb743b,2,Teacher-Led,Building Skills in Robotics,This year my goal is to use a classroom library to build confidence and curiosity in my students.,Care & Hunger,Visual Arts,Grades 9-12,Sports & Exercise Equipment,$376.86,2014-04-07,Fully Funded,2014-05-01
3775297b086a44bfa26ddec68261ecb5,ff871aa6c5fd47aba456bdfcdeb7b5c8,c1dfb00592754ee989ef47271cb3c37e,1,Student-Led,Art for Every Student,This year my goal is to use science kits to build confidence and curiosity in my students.,"Health & Sports, Applied Learning",Performing Arts,Grades 3-5,Art Supplies,$626.21,2015-10-01,Fully Funded,2015-10-09
ae554bb1cc1d4508ad7154882517f2d0,384c5c634f0c4d4ca8eee02034699f96,821c9a57c7e24ad981a8865cdafe3069,4,Student-Led,Building Skills in Robotics,"With sports equipment, my students will be able to engage more deeply with the material.","Special Needs, Care & Hunger",Performing Arts,Grades 3-5,Supplies,$133.93,2017-12-27,Fully Funded,2018-02-06
f6d074de160440698405551059dc7e73,ca935d644f9342d5a33acc8b4010fd06,d77583fb2fbd42539e9a706514c326fc,1,Teacher-Led,History for Every Student,Many of my students come from low income families and science kits would make a huge difference.,"Special Needs, Health & Sports",Environmental Science,Grades 9-12,Technology,$175.50,2015-07-05,Fully Funded,2015-07-27
1d58daa64aa7467aa1ec210d22fc7681,6a5bf4abd9784c43895696938e3aaab0,f05ec632fcf84e3ca3cb9a7c896eaf19,1,Teacher-Led,A New Way to Explore Art,Our classroom is full of eager learners who would benefit greatly from flexible seating options.,"Special Needs, Math & Science","Environmental Science, Visual Arts",Grades 3-5,Books,$224.01,2014-12-23,Fully Funded,2015-01-09
9e513910a41440779cde63f7b0bf7277,a752892d8ee34c54bcc8cdc047f1de4b,fa44b7bf0aea4eea83d7bad47d84083a,3,Teacher-Led,Hands-On Writing Adventure,My students need sports equipment to help them succeed in the classroom this year.,"Music & The Arts, Care & Hunger",Literacy,Grades PreK-2,Technology,$232.74,2016-09-16,Expired,
5864497eaefd4b40959c33749f50da88,bde0943693494669a391d2b371a73467,fddde0932251425290f4286ff90a93d3,1,Teacher-Led,Bringing Math to Life,My students need a classroom set of tablets to help them succeed in the classroom this year.,Math & Science,"Special Needs, Visual Arts",Grades 9-12,Technology,$521.12,2013-02-21,Fully Funded,2013-03-22
7b53752bbb1f446c8261b6edb3410512,8dfb40a3579a442b82db7b8634c5a92b,cba43b0aa8af49528784fc83035b5f08,1,Teacher-Led,Bringing Reading to Life,Many of my students come from low income families and a classroom library would make a huge difference.,Literacy & Language,Applied Sciences,Grades 3-5,Trips,$209.57,2018-01-01,Fully Funded,2018-01-23
d957de2113cc4a67b47faf46bf4ad1f9,2b791970795947768e10c38d0c35318d,86264e0e595a4a439d2742aa6cda595c,1,Teacher-Led,Geography for Every Student,"With art supplies, my students will be able to engage more deeply with the material.","Special Needs, Applied Learning",Visual Arts,Grades 9-12,Books,$391.90,2017-04-17,Fully Funded,2017-06-03
37c75696af4f4448b7a44cd9aeaec2b5,9735abf69f1d45ebbce60c21e04ad917,cb3db2bfd7fe4e4ea9e2e8c28ffd1e87,1,Professional Development,A New Way to Explore Writing,My students need a set of calculators to help them succeed in the classroom this year.,Music & The Arts,Applied Sciences,Grades PreK-2,Books,$198.87,2017-10-02,Fully Funded,2017-11-30
1cc24912f82d49abae11eef4db7432a4,aad9dda55d1b4f1d9e9950f6a1f7dd16,c2b2cf8e930e49d3a5820c747e04ab9e,1,Teacher-Led,Growing Minds with Robotics,Our classroom is full of eager learners who would benefit greatly from flexible seating options.,Math & Science,"Environmental Science, Literacy",Grades PreK-2,"Food, Clothing & Hygiene",$293.63,2017-12-01,Expired,
f7b1085a4a464ece9dd0c0e0e1367157,6cd1a0b6579f46de8b76b4e28662c92e,ab3ea68f089648358edab329a799beb6,1,Teacher-Led,Building Skills in Flexible Seating,Many of my students come from low income families and sports equipment would make a huge difference.,"Music & The Arts, Applied Learning",Environmental Science,Grades 9-12,Technology,$87.50,2017-11-20,Expired,
9e6b8a7d595f41c9a45101195fd39c56,21e983e9fe5d4c62a86c99dbb83c50c7,c87bd2a8adc74d2a9ce686ac2063bb4c,2,Professional Development,Art for Every Student,Many of my students come from low income families and a set of calculators would make a huge difference.,Applied Learning,Health & Wellness,Grades PreK-2,Trips,$467.54,2013-04-22,Live,
c9230ac6547f4c8fb777545dd901900b,223d4c8f46e64180b3eb0d7424617395,aa9e7606216940c1b58795a67ea5ee13,1,Teacher-Led,Hands-On History Adventure,My students need a classroom set of tablets to help them succeed in the classroom this year.,Music & The Arts,Health & Wellness,Grades 3-5,Books,$213.74,2017-01-28,Fully Funded,2017-02-27
76e860cfaee7485cb9d593adb571c094,b8a9b888ffa84884ae0f9d83cfef8e22,1579f0406d6c44309a8e2131fa582fba,1,Teacher-Led,STEM for Every Student,"With a robotics kit, my students will be able to engage more deeply with the material.",Special Needs,Literacy,Grades 6-8,Sports & Exercise Equipment,$161.26,2016-01-20,Live,
51ae61b59fbc41a286a5fb205e2c1ed6,51bef20198474ea58965d7c573916d13,413575c84ad64e31a4d6625e7a970b35,1,Teacher-Led,Empowering Learners through Writing,Many of my students come from low income families and science kits would make a huge difference.,Literacy & Language,Literature & Writing,Grades PreK-2,Books,$181.38,2013-07-25,Live,
6b942b83c6bd4146bdf3b627492ee326,c16bd23ff7f54ef9b078be43ab73165e,6c310dd9b26441aba63be569c2830d5e,3,Teacher-Led,Hands-On Coding Adventure,Our classroom is full of eager learners who would benefit greatly from new books.,"Care & Hunger, Special Needs","Performing Arts, Special Needs",Grades 6-8,Instructional Technology,$448.62,2014-09-22,Fully Funded,2014-10-24
8c4f633893bd42fcbe667de32ed1b327,aeebcd10896f432f9eebb361d7d8c1e2,f822afade1aa46c0b5ce57e7db38541e,1,Teacher-Led,A New Way to Explore Sensory Learning,Our classroom is full of eager learners who would benefit greatly from a robotics kit.,"Literacy & Language, Math & Science",Literature & Writing,Grades 3-5,Sports & Exercise Equipment,$50.77,2017-04-20,Fully Funded,2017-04-21
7c6cbcee0a334e068648f395e4d42781,b3a249ee357b4d79ae532cc7902e23e2,c7200dfc393447329b376c74c8c134dc,1,Teacher-Led,Growing Minds with Robotics,My students need a classroom set of tablets to help them succeed in the classroom this year.,"Care & Hunger, Music & The Arts",Applied Sciences,Grades 3-5,Instructional Technology,$533.64,2016-06-07,Fully Funded,2016-07-06
84dbbe6ca7ef4d6f817667ec609fae97,2a85e7bae7b9466fa25bb37da19bb236,fdb8f2a26e4d4947a27a7e4ac02fd2b5,1,Teacher-Led,Art for Every Student,Many of my students come from low income families and a classroom set of tablets would make a huge difference.,"Literacy & Language, Care & Hunger",Special Needs,Grades 6-8,Art Supplies,$114.08,2017-06-18,Fully Funded,2017-08-14
7afde486e06a4cebb93ef58de111ff2e,2bf58429217942f5895796848fd0599d,5155ea28a14d4b20b927deb5651ab0db,4,Teacher-Led,Empowering Learners through Geography,Our classroom is full of eager learners who would benefit greatly from a classroom set of tablets.,Health & Sports,Applied Sciences,Grades PreK-2,Technology,$69.56,2017-01-02,Fully Funded,2017-02-22
2c4b0d670b204e35992a1e3c8a1f3ed1,e635306b14c94f87b892b98d2d80678b,e1e692aa8a3148f6990ff51415987dae,1,Teacher-Led,Growing Minds with STEM,Many of my students come from low income families and headphones for reading stations would make a huge difference.,"Health & Sports, Math & Science",Performing Arts,Grades 9-12,Trips,$529.60,2015-03-11,Expired,
f37b12e25dca447fafc91cb6d65cabeb,bff5181c852840ffa4e95e07ab69b6cd,171d4b4e617445c4a58726d4084635aa,2,Teacher-Led,A New Way to Explore Reading,My students need science kits to help them succeed in the classroom this year.,Health & Sports,Special Needs,Grades 6-8,Instructional Technology,$429.15,2016-11-11,Fully Funded,2016-11-24
3ca019cf07aa42ab8d27596a56c47017,1dcab07456e642379f1a459907e326b6,d3f84e6869c84535b6c56711dcaa0fac,2,Teacher-Led,Growing Minds with Math,My students need sports equipment to help them succeed in the classroom this year.,Care & Hunger,Health & Wellness,Grades 9-12,Books,$460.22,2014-06-12,Fully Funded,2014-07-03
97ed64dbacd64bc9aac87decdafbd60a,530bb0daf67e4720bb226e67c2b9fb68,81c4833c6fe843d99809c37e2c93fa2a,3,Teacher-Led,A New Way to Explore Flexible Seating,Our classroom is full of eager learners who would benefit greatly from a classroom set of tablets.,Music & The Arts,Environmental Science,Grades 6-8,Visitors,$464.16,2013-04-05,Fully Funded,2013-05-28
2c74806e99d249e0877ae530c4e4f576,e293eff2cc9e494182b52022164e3546,93888533904b40e7bb493e7e6cc5a734,1,Teacher-Led,Bringing STEM to Life,"With a classroom library, my students will be able to engage more deeply with the material.",Care & Hunger,Literacy,Grades PreK-2,"Food, Clothing & Hygiene",$56.23,2015-03-21,Fully Funded,2015-04-02
b771d509c8f14b93b23ef8c547c061ea,b7dd85864d97454fbb37735327e5f2b2,4738181cbc374bbab9716f792d7e6882,2,Teacher-Led,Growing Minds with Music,This year my goal is to use a set of calculators to build confidence and curiosity in my students.,"Health & Sports, Literacy & Language","Performing Arts, Special Needs",Grades 9-12,Sports & Exercise Equipment,$713.64,2013-09-05,Fully Funded,2013-09-15
e757e6aa0f794b2fbc3fac733f111b42,e1fb9cd23a544af09f3b5dc0db26f388,171d4b4e617445c4a58726d4084635aa,3,Student-Led,Empowering Learners through Robotics,Many of my students come from low income families and science kits would make a huge difference.,"Literacy & Language, Care & Hunger","Performing Arts, Mathematics",Grades 6-8,Trips,$167.33,2016-05-27,Expired,
68ba5b8101b54ac3a43b0c74a95270b7,2fb30e0f4884493b844bcc81849ac5c7,3083ef87da284b77aed2d7aec51a133a,1,Teacher-Led,Growing Minds with Science,"With headphones for reading stations, my students will be able to engage more deeply with the material.",Applied Learning,"Literacy, Gym & Fitness",Grades 6-8,Technology,$284.22,2013-11-25,Fully Funded,2014-01-19
f47786aa1d234e7486d4e21b2f8f8bdd,ffa09aac524c41658cb86677c226201d,0faf11c379014a22905a0eddd355dedc,3,Teacher-Led,Empowering Learners through Math,Our classroom is full of eager learners who would benefit greatly from sports equipment.,Care & Hunger,"Visual Arts, Gym & Fitness",Grades 6-8,Visitors,$241.97,2015-03-05,Fully Funded,2015-05-02
6b96880634814b31a753b3078eb24705,5a2ae9d646854718ad35542d30843fc1,966eb3e97d054f50a276c4d2d80221af,2,Student-Led,Building Skills in Flexible Seating,Many of my students come from low income families and a classroom library would make a huge difference.,Health & Sports,"Literature & Writing, Mathematics",Grades PreK-2,Visitors,$75.05,2015-11-07,Fully Funded,2015-12-05
dab7eda84ee941ad87eb9a77a9a00043,2eafb0fedf954c269961637032f8bb4d,a8dec57d48d242af8ff1f854ff2293f0,1,Teacher-Led,Hands-On Math Adventure,"With sports equipment, my students will be able to engage more deeply with the material.","Special Needs, Literacy & Language","Mathematics, Health & Wellness",Grades PreK-2,Art Supplies,$385.88,2015-04-15,Fully Funded,2015-06-02
05617659dd864988abcfe67b625355ef,93ff85ac191f4cea90bdccb981750ae4,686c3437ed954d66a8ada27ed6b9915f,1,Teacher-Led,Growing Minds with Reading,Many of my students come from low income families and a classroom library would make a huge difference.,"Math & Science, Music & The Arts","Mathematics, Environmental Science",Grades 3-5,Trips,$197.36,2014-01-07,Fully Funded,2014-01-27
fd4c31a8218946d49642cb82f4f4dc51,4c2f21ee8ad54166bccd6a2ec185486f,9af67f20c5eb4a5ea72fe22c7956fefd,1,Teacher-Led,Empowering Learners through STEM,Many of my students come from low income families and flexible seating options would make a huge difference.,Math & Science,Literacy,Grades 6-8,Instructional Technology,$212.27,2017-04-16,Fully Funded,2017-06-09
33e09e15948d4cd4a78c63c44bc0195f,aa6940f22342440f968c42894e817874,619b01fbd74c472caf57e394ee9cf9b9,2,Teacher-Led,Building Skills in Reading,This year my goal is to use art supplies to build confidence and curiosity in my students.,Applied Learning,"Visual Arts, Environmental Science",Grades 3-5,Visitors,$244.12,2013-05-06,Live,
e1360c9973994877a3c3c69f24202360,8beb963107034bd5929f15104fb7c813,63014ff1eabd4e5f8b1d32a58eb95c94,1,Teacher-Led,A New Way to Explore Science,"With science kits, my students will be able to engage more deeply with the material.","Applied Learning, Music & The Arts","Literacy, Performing Arts",Grades PreK-2,Books,$115.78,2014-11-12,Fully Funded,2015-01-06
d8f8230da1034e4ebd56b0fd8ac4859a,2d14b105936a4b5a85a1744918ca421d,a09e6606f6b547b683a9724b78759537,2,Teacher-Led,A New Way to Explore Geography,"With headphones for reading stations, my students will be able to engage more deeply with the material.",Literacy & Language,"Mathematics, Visual Arts",Grades PreK-2,Books,$391.47,2015-12-23,Fully Funded,2016-01-17
e5f6eb8011c34470984330baa5deab54,e9c1def85a2347fa8153717c356f9d97,3791d868dc144a728fcc6871c006e4ee,1,Teacher-Led,Empowering Learners through Reading,Many of my students come from low income families and flexible seating options would make a huge difference.,Health & Sports,Literature & Writing,Grades 3-5,Technology,$168.01,2015-10-28,Expired,
2b34b1831d5e4d2a90d2887d97498740,329c052693274dac9fd4d2691026e14b,5e594505df97428f825152b8c4f87bd7,2,Teacher-Led,Building Skills in Music,Many of my students come from low income families and a classroom library would make a huge difference.,"Math & Science, Music & The Arts",Environmental Science,Grades 6-8,Technology,$585.13,2017-06-19,Fully Funded,2017-06-23
123b60d178824d61a865af575b9eaf72,860cd2321a264555a735f77d8104e234,8cfcda7c79b841e986e0d150d03fad9f,3,Student-Led,Growing Minds with Geography,"With a robotics kit, my students will be able to engage more deeply with the material.","Health & Sports, Care & Hunger","Special Needs, Environmental Science",Grades PreK-2,Trips,$421.04,2016-05-20,Fully Funded,2016-06-02
3a97987641ae4af590bf935bce231aea,7465e35cbd624e6cbf6a2aa647eaec90,c1c8bcecdbc149ed8b7784096f38be58,1,Student-Led,Robotics for Every Student,Our classroom is full of eager learners who would benefit greatly from flexible seating options.,"Health & Sports, Literacy & Language",Literature & Writing,Grades 6-8,Art Supplies,$206.55,2015-06-30,Expired,
c6003ec3015c4e4989c6ec93fae11f91,b8f8c15d66744cc09285a0ec8522d79e,16c4e5c0a53f49bfb540c76f95e10c88,1,Teacher-Led,Growing Minds with Reading,This year my goal is to use a robotics kit to build confidence and curiosity in my students.,"Health & Sports, Math & Science",Gym & Fitness,Grades PreK-2,Instructional Technology,$578.27,2015-06-11,Fully Funded,2015-07-23
6c425f1943474e7fba8786434f560036,61c3079c0f5b40619589f70515a0ecff,699f307a0e9e45609d579fb3e21be170,1,Teacher-Led,Empowering Learners through Physical Education,My students need science kits to help them succeed in the classroom this year.,"Music & The Arts, Literacy & Language",Mathematics,Grades 9-12,Instructional Technology,$93.75,2016-08-06,Fully Funded,2016-08-22
a00e055d635040bca434808b26564cb5,b48b510914354172bf1ddb6179675610,8b42b167adf24543959a1bbef9f97ba7,1,Professional Development,Empowering Learners through STEM,Many of my students come from low income families and a set of calculators would make a huge difference.,"Care & Hunger, Music & The Arts","Literacy, Health & Wellness",Grades PreK-2,Art Supplies,$175.98,2016-12-19,Fully Funded,2017-02-03
4a05e3ba89df40be93f75c64534a1eaf,5c11de2c140b42f99c3782cf5794c70b,44730f2c9d9b4a0f9611cbe2a7d0f46d,2,Teacher-Led,Building Skills in Geography,"With science kits, my students will be able to engage more deeply with the material.","Special Needs, Literacy & Language",Environmental Science,Grades 3-5,Visitors,$233.96,2016-04-01,Fully Funded,2016-05-24
a3a867f436ab4be19e3b0fde06cacb9c,7f482e084daf48f991db048e314df0dc,f5da741fc949469cad7a7e1e3f96f107,3,Teacher-Led,Hands-On History Adventure,Our classroom is full of eager learners who would benefit greatly from new books.,Care & Hunger,"Environmental Science, Visual Arts",Grades 9-12,Instructional Technology,$931.86,2016-09-16,Fully Funded,2016-09-25
04b7bb54439e4167bb15bfc5253a9c4e,91ca0ea0b9af4f4b803ea38a5d3d0be5,964a5b0ba67a4bfca2624a99e8806508,2,Teacher-Led,Empowering Learners through Reading,Our classroom is full of eager learners who would benefit greatly from headphones for reading stations.,"Health & Sports, Literacy & Language",Special Needs,Grades PreK-2,Sports & Exercise Equipment,$188.80,2014-06-14,Fully Funded,2014-07-29
f490b9e7a1b64cb18fe863304251cee3,8ea00e9f3f574a62a566058aa6cd22b0,e3582ed6e8194c499ea58b8b969f19ad,2,Teacher-Led,Robotics for Every Student,Many of my students come from low income families and new books would make a huge difference.,Health & Sports,Visual Arts,Grades 9-12,Sports & Exercise Equipment,$50.00,2017-03-10,Live,
035204f5cffe41bfbbfab4a255a20fd9,21d44397e0d749438e4a7e03f06bdc50,c29f566404e94f258cfae26f9503fe1e,2,Teacher-Led,Robotics for Every Student,This year my goal is to use science kits to build confidence and curiosity in my students.,Literacy & Language,Performing Arts,Grades 6-8,Books,$229.71,2014-12-28,Fully Funded,2015-02-04
30060f0dab704de3b15fd06e370a8dba,ffeee433e33f435aa1d891598d9af4c4,0cb3d461f5ad4fa2891d44d567bce590,1,Teacher-Led,Hands-On Reading Adventure,"With a classroom library, my students will be able to engage more deeply with the material.",Special Needs,"Mathematics, Environmental Science",Grades 9-12,Sports & Exercise Equipment,$207.65,2013-02-27,Fully Funded,2013-03-08
88e2655538b34edc83ae6fbab6ded731,9ac17a6643204f3ca72755d9a7bad58b,d8912496aabe4c6488c9a83526e8c961,1,Teacher-Led,Empowering Learners through Physical Education,Many of my students come from low income families and a classroom library would make a huge difference.,"Applied Learning, Health & Sports","Health & Wellness, Gym & Fitness",Grades 3-5,Trips,$204.77,2013-02-23,Expired,
ba3052744d964ff5937bdc2cf1e77a2a,550501dfab1d44bf923ced806cd76096,b3b3b315038b4fd5a66fe7df36d87634,1,Teacher-Led,Sensory Learning for Every Student,Our classroom is full of eager learners who would benefit greatly from a robotics kit.,"Care & Hunger, Applied Learning","Literacy, Environmental Science",Grades 6-8,"Food, Clothing & Hygiene",$344.16,2013-03-29,Live,
8e1aaf0b5f7f4025abd799ebcd0ff848,87f2735191fd4b21af866cbed223a185,3f1afec0c2244250bd6e8e23455e3d18,2,Teacher-Led,Hands-On Music Adventure,My students need flexible seating options to help them succeed in the classroom this year.,Math & Science,"Applied Sciences, Health & Wellness",Grades 6-8,Technology,$129.44,2017-01-05,Fully Funded,2017-03-03
0e4ae707afb0403abaf7b2c14cc1a8f3,4f8d7beb52924b77b5eb49e3394af28a,149404192d1344d8bcf2b664b6cedef1,3,Teacher-Led,STEM for Every Student,"With sports equipment, my students will be able to engage more deeply with the material.","Health & Sports, Math & Science",Gym & Fitness,Grades PreK-2,Technology,$509.94,2013-04-22,Fully Funded,2013-05-04
81351ecf9a0043719564adce01d6f4b1,a448f5714492436eac0f879f43b6da3e,0fa85a0433334ad2b597729bde43f32a,1,Teacher-Led,A New Way to Explore Writing,This year my goal is to use flexible seating options to build confidence and curiosity in my students.,Special Needs,"Literacy, Visual Arts",Grades PreK-2,Art Supplies,$489.32,2016-09-08,Fully Funded,2016-10-02
bac4936b9ecd4597b64ace669834c08a,aa2d23c121ab47438929fcf2471c95e8,9f4a02d3b42d41eca6c1c6220f8cfa22,1,Teacher-Led,Bringing Math to Life,Our classroom is full of eager learners who would benefit greatly from headphones for reading stations.,"Music & The Arts, Literacy & Language","Visual Arts, Mathematics",Grades 3-5,Visitors,$239.07,2015-01-20,Fully Funded,2015-02-22
0f1168bef1ab4df8bae1d5e8802335be,98866d99980345fea17688fcf2c704b7,27c5d2e4b773482387bd8c295e427822,2,Student-Led,A New Way to Explore Geography,My students need new books to help them succeed in the classroom this year.,Health & Sports,"Mathematics, Literature & Writing",Grades 6-8,Sports & Exercise Equipment,$266.78,2016-02-01,Fully Funded,2016-03-29
452ebbb770214027999409ccde8f712a,2f6340a23f034842b2eeae8bbd46477e,b1e916972a3c4d6098a1df488b00c1e7,1,Student-Led,Coding for Every Student,Many of my students come from low income families and new books would make a huge difference.,Math & Science,Visual Arts,Grades 3-5,Technology,$629.25,2014-10-26,Fully Funded,2014-11-08
a2049ee73607472d8338e79fc13e1308,d2d372b9b15c478f86d82486eb2c31a0,1475099405fd4657970f1360415e6476,2,Teacher-Led,Building Skills in Flexible Seating,"With flexible seating options, my students will be able to engage more deeply with the material.",Literacy & Language,Applied Sciences,Grades 3-5,Books,$267.74,2014-02-07,Fully Funded,2014-02-26
54cc1d5fc0eb474a87828ba445487f7a,31c02a94c3b74e42a97124ad7c05fd1a,da96651776d041fbaffe99126e5e9321,1,Teacher-Led,Empowering Learners through Science,This year my goal is to use new books to build confidence and curiosity in my students.,"Health & Sports, Music & The Arts","Literature & Writing, Performing Arts",Grades PreK-2,Books,$100.66,2015-03-02,Live,
34782ee6d0d54cf392f9e13dc2f54046,444e3e3127cb4a7e8056a20bac6bbff4,94badf9445db4173a8af18cf30c7ef47,2,Teacher-Led,Flexible Seating for Every Student,"With a robotics kit, my students will be able to engage more deeply with the material.",Health & Sports,Mathematics,Grades 3-5,Sports & Exercise Equipment,$197.85,2014-04-27,Expired,
f5f5bf74a80247598a8b5dee7aef69fc,dd5c07b0300e4b1c95cfa78033e11974,a9f8170e96234f3cbc189ffa92c56089,1,Teacher-Led,Bringing Coding to Life,My students need a classroom library to help them succeed in the classroom this year.,"Special Needs, Math & Science","Gym & Fitness, Literacy",Grades 3-5,Supplies,$450.83,2016-11-09,Fully Funded,2016-11-25
df11f9b011184f129338dce8bbb26806,f8f28c51e7144e1b864e66b668653271,691c9b6cdf3d403eb90026a210cff25c,4,Teacher-Led,Bringing Physical Education to Life,Many of my students come from low income families and a classroom library would make a huge difference.,Literacy & Language,"Performing Arts, Applied Sciences",Grades 3-5,Art Supplies,$313.24,2017-07-11,Fully Funded,2017-07-29
37181bfc541548bda739a4b37334fb0f,8325fd7b194f48eca23d4a7c5b8aaea5,ad5ca8b35d104979b72304efb324b02e,1,Teacher-Led,Hands-On History Adventure,Many of my students come from low income families and new books would make a huge difference.,"Math & Science, Special Needs",Environmental Science,Grades 6-8,Instructional Technology,$605.45,2015-03-18,Live,
c3d081b378fc4417a4bd0f40b07e923f,dcd695eedbb141e49739cef8145e4f2e,e42d806b7a224632bfb149de85d0f8bc,4,Teacher-Led,Growing Minds with Physical Education,Many of my students come from low income families and a classroom set of tablets would make a huge difference.,"Math & Science, Care & Hunger","Mathematics, Applied Sciences",Grades PreK-2,Supplies,$331.73,2014-08-08,Expired,
501a31fa5dfd4090a366448df27d86e7,42e1fb5280124d74a16a9d3e234fa104,5ac052d8bd1f42b9ad34bf82a0d6c58b,1,Teacher-Led,A New Way to Explore Geography,"With sports equipment, my students will be able to engage more deeply with the material.",Health & Sports,Performing Arts,Grades 3-5,Instructional Technology,$434.61,2014-03-22,Expired,
fb6acca7eb0241ff8c520697f52d6051,b7c31e6732b740b5bc32a1d7288c1f52,8515a8ead14b4e13886c315a811e5d52,1,Student-Led,Growing Minds with Flexible Seating,My students need a classroom set of tablets to help them succeed in the classroom this year.,"Applied Learning, Special Needs",Mathematics,Grades 3-5,Books,$129.43,2013-04-14,Fully Funded,2013-05-27
672427a644d84a22b3fe14703eba1d63,8b4c28829dd544c79441f0ce47edf804,ccd9d46db56347faa60bd987e523a201,2,Teacher-Led,A New Way to Explore STEM,Many of my students come from low income families and a classroom library would make a huge difference.,Special Needs,Visual Arts,Grades PreK-2,Visitors,$244.95,2014-01-03,Expired,
91911a1ac2114dcc89c828483736efdf,7c3e187abe32499a92d61d75af4dc9e1,efa2ae2334f046139baf1fc107a5a28d,1,Teacher-Led,Bringing Sensory Learning to Life,"With a robotics kit, my students will be able to engage more deeply with the material.","Care & Hunger, Literacy & Language","Visual Arts, Performing Arts",Grades PreK-2,Sports & Exercise Equipment,$149.21,2013-06-11,Expired,
9fed3d3a5f8d4c95ae1eb2512d482c20,deb59290d7424bb3a9258ebb1546c5e6,89de8f9ba3fa4031b19929e4dd2f37a0,1,Teacher-Led,Robotics for Every Student,This year my goal is to use science kits to build confidence and curiosity in my students.,"Care & Hunger, Math & Science",Health & Wellness,Grades 3-5,Technology,"$1,003.20",2013-09-14,Fully Funded,2013-11-11
7dc60a42fe0342a38a1c45bdf1592580,bc351e2717294e37aef5f9c8014cddff,777151ddb6c444a2ada1ad0804ee814f,2,Teacher-Led,Bringing Science to Life,Our classroom is full of eager learners who would benefit greatly from a set of calculators.,Health & Sports,"Environmental Science, Gym & Fitness",Grades 3-5,Art Supplies,$241.71,2015-04-19,Fully Funded,2015-05-02
5d04a895f70240c9a3a4de47d783ca21,0410b17371bf4dd8a8c4eb9d84fcfe1d,d98a505dace34df39894f7e919167df2,1,Teacher-Led,Empowering Learners through Sensory Learning,Many of my students come from low income families and new books would make a huge difference.,"Literacy & Language, Music & The Arts",Literature & Writing,Grades 6-8,"Food, Clothing & Hygiene",$246.04,2014-08-13,Expired,
7ceae3f4e0514c1bbc1a77402b61ade2,3be4aa9bf84447a291bb5ae470bf7200,58d7333616184177a7b5077daf523e78,1,Student-Led,Building Skills in Reading,"With headphones for reading stations, my students will be able to engage more deeply with the material.",Applied Learning,Special Needs,Grades 9-12,Instructional Technology,$596.54,2014-05-17,Expired,
