Project ID,Resource Item Name,Resource Quantity,Resource Unit Price,Resource Vendor Name
950338a6e1284634891f5d24bfd8ab25,apple ipad wi-fi 32gb,47.0,26.58,AKJ Education
950338a6e1284634891f5d24bfd8ab25,microscope for classroom use,35.0,92.72,Discount School Supply
950338a6e1284634891f5d24bfd8ab25,wireless headphones,20.0,11.69,Lakeshore Learning Materials
950338a6e1284634891f5d24bfd8ab25,flexible seating stool,16.0,10.99,Woodwind & Brasswind
950338a6e1284634891f5d24bfd8ab25,privacy partition,42.0,30.61,Amazon Business
947fae9e17d644eca028944e3fb93611,privacy partition,12.0,13.28,Woodwind & Brasswind
947fae9e17d644eca028944e3fb93611,graphing calculator,15.0,7.51,Amazon Business
947fae9e17d644eca028944e3fb93611,apple ipad wi-fi 32gb,22.0,30.31,Lakeshore Learning Materials
8bc77bf3b9184e469f300f499647f5b6,art easel,23.0,127.55,Lakeshore Learning Materials
8bc77bf3b9184e469f300f499647f5b6,black write and wipe markers,3.0,49.7,Amazon Business
b35f10c73feb4c09bff9c90192178bc8,wireless headphones,43.0,14.31,Woodwind & Brasswind
b35f10c73feb4c09bff9c90192178bc8,science kit - magnets and motion,18.0,26.61,AKJ Education
b35f10c73feb4c09bff9c90192178bc8,hp 11.6 chromebook,33.0,67.47,Amazon Business
b35f10c73feb4c09bff9c90192178bc8,science kit - magnets and motion,40.0,71.67,Best Buy Co
ed5c106394964c4781dd38b70e8a1c24,"gaiam kids stay-n-play balance ball, grey",32.0,25.6,Lakeshore Learning Materials
ed5c106394964c4781dd38b70e8a1c24,black write and wipe markers,3.0,15.63,Discount School Supply
36685d6d238041478e33c642f42a8eb0,science kit - magnets and motion,48.0,58.91,Lakeshore Learning Materials
36685d6d238041478e33c642f42a8eb0,black write and wipe markers,35.0,32.89,Amazon Business
36685d6d238041478e33c642f42a8eb0,apple ipad wi-fi 32gb,13.0,6.07,Lakeshore Learning Materials
36685d6d238041478e33c642f42a8eb0,science kit - magnets and motion,44.0,55.43,Lakeshore Learning Materials
36685d6d238041478e33c642f42a8eb0,hp 11.6 chromebook,48.0,9.06,Amazon Business
fec23a627fc6441a8dd56c70665f1716,graphing calculator,13.0,12.23,Blick Art Materials
fec23a627fc6441a8dd56c70665f1716,graphing calculator,15.0,16.86,Best Buy Co
be73cb6322da4fb5924680a887f0e2a1,hp 11.6 chromebook,32.0,86.81,AKJ Education
be73cb6322da4fb5924680a887f0e2a1,wireless headphones,6.0,27.68,Lakeshore Learning Materials
be73cb6322da4fb5924680a887f0e2a1,flexible seating stool,5.0,73.57,Best Buy Co
be73cb6322da4fb5924680a887f0e2a1,privacy partition,14.0,42.37,AKJ Education
3b5c3af99e72462fb245e71fb6be5e82,microscope for classroom use,15.0,30.73,Best Buy Co
c50b668c3c0843eda3aa04c362e08726,black write and wipe markers,24.0,105.8,Lakeshore Learning Materials
aba9cf81dee7437097106477695632bd,apple ipad wi-fi 32gb,1.0,27.2,Woodwind & Brasswind
e9d5dddd8d224b9ebe486b2735f15f5b,soft seating cushion,37.0,10.38,Lakeshore Learning Materials
e9d5dddd8d224b9ebe486b2735f15f5b,apple ipad wi-fi 32gb,39.0,2.0,Amazon Business
e9d5dddd8d224b9ebe486b2735f15f5b,flexible seating stool,38.0,7.99,Lakeshore Learning Materials
e9d5dddd8d224b9ebe486b2735f15f5b,science kit - magnets and motion,4.0,15.91,Discount School Supply
e9d5dddd8d224b9ebe486b2735f15f5b,hp 11.6 chromebook,16.0,34.3,Discount School Supply
a413bbf72b5c487fadb9efdfc2c0ac4d,classroom library book set,14.0,14.23,School Specialty
a413bbf72b5c487fadb9efdfc2c0ac4d,flexible seating stool,37.0,20.12,School Specialty
a413bbf72b5c487fadb9efdfc2c0ac4d,art easel,20.0,37.89,School Specialty
a413bbf72b5c487fadb9efdfc2c0ac4d,soft seating cushion,32.0,12.26,Discount School Supply
9f34d65c6cbf45e196d50bbd217e4d44,science kit - magnets and motion,20.0,25.28,Blick Art Materials
9f34d65c6cbf45e196d50bbd217e4d44,wireless headphones,11.0,4.87,Lakeshore Learning Materials
9f34d65c6cbf45e196d50bbd217e4d44,black write and wipe markers,15.0,5.07,Best Buy Co
046d25cc17c74a2fbf4ff567f03ae9ef,basketballs (set of 6),21.0,10.38,Lakeshore Learning Materials
8f7efeab5bce4b4a9d78276f4c6547e2,graphing calculator,10.0,24.38,Amazon Business
8f7efeab5bce4b4a9d78276f4c6547e2,basketballs (set of 6),24.0,10.29,School Specialty
cb897a755e9f4061855e4fb674752802,classroom library book set,39.0,66.44,Lakeshore Learning Materials
cb897a755e9f4061855e4fb674752802,basketballs (set of 6),2.0,32.96,Woodwind & Brasswind
d598fda5da104a4982912e4073d91a00,hp 11.6 chromebook,17.0,29.34,Lakeshore Learning Materials
d598fda5da104a4982912e4073d91a00,privacy partition,8.0,23.93,Best Buy Co
8b76986c882f46d682c10ecccfccb790,science kit - magnets and motion,2.0,40.66,Best Buy Co
c3063dc4f66348dca833cee66de35c20,art easel,1.0,5.98,Best Buy Co
c3063dc4f66348dca833cee66de35c20,classroom library book set,2.0,12.27,Lakeshore Learning Materials
c3063dc4f66348dca833cee66de35c20,science kit - magnets and motion,32.0,14.69,School Specialty
c3063dc4f66348dca833cee66de35c20,microscope for classroom use,19.0,70.52,School Specialty
c3063dc4f66348dca833cee66de35c20,soft seating cushion,22.0,9.45,AKJ Education
317ff3d5738d4bb595c38f1176b2e1dc,basketballs (set of 6),12.0,14.61,Amazon Business
e303b6459fe342f59abf51f55b3d52ca,soft seating cushion,12.0,16.95,Woodwind & Brasswind
408a50da18db4106890f38f69a9b4b5a,art easel,8.0,3.78,Woodwind & Brasswind
408a50da18db4106890f38f69a9b4b5a,privacy partition,24.0,18.34,Best Buy Co
408a50da18db4106890f38f69a9b4b5a,apple ipad wi-fi 32gb,16.0,108.78,School Specialty
3cae59d8bae1467babca6de67cd73f5d,"gaiam kids stay-n-play balance ball, grey",28.0,75.89,Blick Art Materials
3cae59d8bae1467babca6de67cd73f5d,wireless headphones,33.0,5.38,School Specialty
3cae59d8bae1467babca6de67cd73f5d,black write and wipe markers,24.0,24.3,Best Buy Co
3cae59d8bae1467babca6de67cd73f5d,black write and wipe markers,8.0,27.05,Discount School Supply
3cae59d8bae1467babca6de67cd73f5d,flexible seating stool,32.0,185.86,Lakeshore Learning Materials
2aa94977a2d6460ca2a1caec53cd32c7,soft seating cushion,13.0,44.56,Best Buy Co
d608cbbe7bb64469b9eb9480554eb1bf,soft seating cushion,17.0,31.42,Woodwind & Brasswind
f5c91ab90b18485f85034357d63a6abe,"gaiam kids stay-n-play balance ball, grey",33.0,12.02,Woodwind & Brasswind
f5c91ab90b18485f85034357d63a6abe,black write and wipe markers,9.0,111.18,Lakeshore Learning Materials
f5c91ab90b18485f85034357d63a6abe,graphing calculator,12.0,16.54,Woodwind & Brasswind
f5c91ab90b18485f85034357d63a6abe,"gaiam kids stay-n-play balance ball, grey",30.0,102.91,Lakeshore Learning Materials
f5c91ab90b18485f85034357d63a6abe,wireless headphones,15.0,8.82,Blick Art Materials
79cca283ecd54fc6ac255edb99d6075b,microscope for classroom use,1.0,62.1,Best Buy Co
79cca283ecd54fc6ac255edb99d6075b,science kit - magnets and motion,27.0,27.84,Woodwind & Brasswind
796ef67635b644d68f17f8213d9dcda5,graphing calculator,3.0,33.02,Best Buy Co
796ef67635b644d68f17f8213d9dcda5,hp 11.6 chromebook,49.0,5.9,Lakeshore Learning Materials
796ef67635b644d68f17f8213d9dcda5,classroom library book set,40.0,53.39,Best Buy Co
ce25af59f4344503953bc1d2aa9993d2,wireless headphones,24.0,62.19,Discount School Supply
ce25af59f4344503953bc1d2aa9993d2,science kit - magnets and motion,14.0,4.2,AKJ Education
70bc7bc3813449259e29a93badeca9a9,graphing calculator,30.0,18.66,Best Buy Co
f819d041244e41a6b3c0556cad4784f4,wireless headphones,46.0,16.65,Best Buy Co
f819d041244e41a6b3c0556cad4784f4,black write and wipe markers,45.0,58.77,Discount School Supply
30756282495c41f4bf42e65b75ab3cee,basketballs (set of 6),10.0,30.4,Best Buy Co
30756282495c41f4bf42e65b75ab3cee,art easel,28.0,26.26,Amazon Business
30756282495c41f4bf42e65b75ab3cee,flexible seating stool,24.0,2.97,Best Buy Co
30756282495c41f4bf42e65b75ab3cee,hp 11.6 chromebook,22.0,59.18,AKJ Education
cad92f4f56cd480da1d4113ec9098dd5,flexible seating stool,41.0,25.76,School Specialty
cad92f4f56cd480da1d4113ec9098dd5,hp 11.6 chromebook,28.0,40.41,AKJ Education
167082b0ff2a489d96b5a39be9147d85,soft seating cushion,10.0,94.54,Blick Art Materials
167082b0ff2a489d96b5a39be9147d85,science kit - magnets and motion,9.0,5.39,Discount School Supply
167082b0ff2a489d96b5a39be9147d85,art easel,42.0,22.14,Best Buy Co
e8cc9b69a5724fddaa01de4ba4dc93fb,wireless headphones,25.0,9.93,Woodwind & Brasswind
e8cc9b69a5724fddaa01de4ba4dc93fb,graphing calculator,49.0,57.26,Lakeshore Learning Materials
e8cc9b69a5724fddaa01de4ba4dc93fb,classroom library book set,33.0,59.75,Woodwind & Brasswind
e8cc9b69a5724fddaa01de4ba4dc93fb,graphing calculator,13.0,7.22,Woodwind & Brasswind
305f044f87ff4a16b2678d320b844e9b,art easel,6.0,24.44,Woodwind & Brasswind
8dd0501388c14b239a95d74e484a2d5c,black write and wipe markers,30.0,10.58,School Specialty
8dd0501388c14b239a95d74e484a2d5c,art easel,6.0,19.5,Lakeshore Learning Materials
8dd0501388c14b239a95d74e484a2d5c,basketballs (set of 6),39.0,31.43,Best Buy Co
8dd0501388c14b239a95d74e484a2d5c,wireless headphones,34.0,5.13,Blick Art Materials
8dd0501388c14b239a95d74e484a2d5c,science kit - magnets and motion,36.0,21.65,Discount School Supply
d0f7ee291a824d7faa7622425a20c46b,wireless headphones,36.0,90.84,Amazon Business
d0f7ee291a824d7faa7622425a20c46b,classroom library book set,35.0,28.01,Discount School Supply
d0f7ee291a824d7faa7622425a20c46b,"gaiam kids stay-n-play balance ball, grey",28.0,9.06,AKJ Education
d0f7ee291a824d7faa7622425a20c46b,"gaiam kids stay-n-play balance ball, grey",3.0,14.93,Best Buy Co
d0f7ee291a824d7faa7622425a20c46b,art easel,39.0,105.07,Amazon Business
f71094b343a243cc9ce0a926f430fb40,microscope for classroom use,22.0,63.16,Amazon Business
f71094b343a243cc9ce0a926f430fb40,basketballs (set of 6),43.0,22.91,School Specialty
f71094b343a243cc9ce0a926f430fb40,basketballs (set of 6),22.0,25.02,Amazon Business
f71094b343a243cc9ce0a926f430fb40,flexible seating stool,10.0,54.79,School Specialty
a0165aab830b461e8ced2a837cafd18b,"gaiam kids stay-n-play balance ball, grey",23.0,164.39,Lakeshore Learning Materials
a0165aab830b461e8ced2a837cafd18b,black write and wipe markers,3.0,22.08,Blick Art Materials
a0165aab830b461e8ced2a837cafd18b,"gaiam kids stay-n-play balance ball, grey",13.0,37.64,AKJ Education
5a0b2adc40cb4f0fa7cf9ce840a20a66,soft seating cushion,16.0,31.49,AKJ Education
5a0b2adc40cb4f0fa7cf9ce840a20a66,soft seating cushion,36.0,77.99,Blick Art Materials
5a0b2adc40cb4f0fa7cf9ce840a20a66,hp 11.6 chromebook,26.0,4.53,Blick Art Materials
5a0b2adc40cb4f0fa7cf9ce840a20a66,graphing calculator,22.0,85.67,Discount School Supply
ceca0e0051ea4326bcd43f6295e95b2d,"gaiam kids stay-n-play balance ball, grey",7.0,11.54,Lakeshore Learning Materials
ceca0e0051ea4326bcd43f6295e95b2d,soft seating cushion,39.0,74.76,School Specialty
ceca0e0051ea4326bcd43f6295e95b2d,privacy partition,12.0,6.48,AKJ Education
ceca0e0051ea4326bcd43f6295e95b2d,"gaiam kids stay-n-play balance ball, grey",49.0,56.09,Woodwind & Brasswind
ceca0e0051ea4326bcd43f6295e95b2d,science kit - magnets and motion,6.0,46.94,Amazon Business
547eb5790933441b93f6e109d6c2b9c0,hp 11.6 chromebook,49.0,9.39,Lakeshore Learning Materials
547eb5790933441b93f6e109d6c2b9c0,"gaiam kids stay-n-play balance ball, grey",30.0,101.29,School Specialty
8c0edcbaeee1487d9ee5dafcf77adb02,art easel,23.0,28.26,Discount School Supply
8c0edcbaeee1487d9ee5dafcf77adb02,black write and wipe markers,7.0,12.69,Blick Art Materials
8c0edcbaeee1487d9ee5dafcf77adb02,art easel,37.0,174.94,AKJ Education
8c0edcbaeee1487d9ee5dafcf77adb02,graphing calculator,14.0,31.27,Woodwind & Brasswind
9ac6c3c5fa8e45999c5f2afd4699638f,hp 11.6 chromebook,40.0,31.08,AKJ Education
9ac6c3c5fa8e45999c5f2afd4699638f,flexible seating stool,49.0,6.23,Discount School Supply
9ac6c3c5fa8e45999c5f2afd4699638f,art easel,36.0,5.0,AKJ Education
17b79e209b724d9c848bb932cf2a3344,microscope for classroom use,9.0,20.74,AKJ Education
17b79e209b724d9c848bb932cf2a3344,apple ipad wi-fi 32gb,4.0,21.42,Blick Art Materials
17b79e209b724d9c848bb932cf2a3344,graphing calculator,5.0,15.09,Lakeshore Learning Materials
17b79e209b724d9c848bb932cf2a3344,privacy partition,16.0,40.58,School Specialty
17b79e209b724d9c848bb932cf2a3344,apple ipad wi-fi 32gb,13.0,40.44,School Specialty
227eb47e844741269da0b7084c61143d,basketballs (set of 6),35.0,47.4,School Specialty
227eb47e844741269da0b7084c61143d,art easel,27.0,25.75,AKJ Education
227eb47e844741269da0b7084c61143d,black write and wipe markers,13.0,43.43,Best Buy Co
227eb47e844741269da0b7084c61143d,classroom library book set,39.0,12.73,Discount School Supply
227eb47e844741269da0b7084c61143d,privacy partition,30.0,57.84,Discount School Supply
659dad500e78461793a5556b9e113a35,science kit - magnets and motion,44.0,13.09,Best Buy Co
659dad500e78461793a5556b9e113a35,black write and wipe markers,25.0,161.31,Woodwind & Brasswind
d1f370ff878f4a94a0c6170887ef9654,hp 11.6 chromebook,26.0,50.75,Blick Art Materials
d1f370ff878f4a94a0c6170887ef9654,classroom library book set,26.0,14.48,Discount School Supply
d1f370ff878f4a94a0c6170887ef9654,microscope for classroom use,11.0,12.24,Blick Art Materials
d1f370ff878f4a94a0c6170887ef9654,classroom library book set,38.0,114.08,AKJ Education
d1f370ff878f4a94a0c6170887ef9654,science kit - magnets and motion,19.0,12.25,Blick Art Materials
dfd59a6e9d3640079e8aafa486d70d05,flexible seating stool,3.0,5.46,Best Buy Co
dfd59a6e9d3640079e8aafa486d70d05,apple ipad wi-fi 32gb,49.0,57.63,Blick Art Materials
96470f1db2fe49c8b371022e7437dc41,graphing calculator,33.0,4.31,Amazon Business
96470f1db2fe49c8b371022e7437dc41,apple ipad wi-fi 32gb,9.0,22.79,AKJ Education
96470f1db2fe49c8b371022e7437dc41,basketballs (set of 6),5.0,13.63,School Specialty
96470f1db2fe49c8b371022e7437dc41,privacy partition,26.0,24.31,Blick Art Materials
96470f1db2fe49c8b371022e7437dc41,sensory fidget tools set,47.0,10.18,Lakeshore Learning Materials
e3112555b775465799bf87536cd05929,wireless headphones,17.0,24.64,Woodwind & Brasswind
e3112555b775465799bf87536cd05929,sensory fidget tools set,23.0,72.64,Lakeshore Learning Materials
e3112555b775465799bf87536cd05929,basketballs (set of 6),16.0,15.33,Lakeshore Learning Materials
982007c9ac7f4feda2a65a53e0f41625,flexible seating stool,17.0,96.6,AKJ Education
6bc39d4b5bab4c97bd85778fe95a6986,hp 11.6 chromebook,29.0,65.76,School Specialty
6bc39d4b5bab4c97bd85778fe95a6986,classroom library book set,4.0,19.26,AKJ Education
6bc39d4b5bab4c97bd85778fe95a6986,classroom library book set,24.0,13.68,Amazon Business
6bc39d4b5bab4c97bd85778fe95a6986,basketballs (set of 6),24.0,6.59,Discount School Supply
6bc39d4b5bab4c97bd85778fe95a6986,graphing calculator,8.0,18.05,Woodwind & Brasswind
eb8e4ebae4074c29af4332ccae1ac803,soft seating cushion,27.0,28.68,AKJ Education
eb8e4ebae4074c29af4332ccae1ac803,hp 11.6 chromebook,31.0,45.23,AKJ Education
eb8e4ebae4074c29af4332ccae1ac803,black write and wipe markers,8.0,77.08,Discount School Supply
754c2311ab04455f81484447be2542da,sensory fidget tools set,30.0,21.71,Discount School Supply
754c2311ab04455f81484447be2542da,apple ipad wi-fi 32gb,15.0,12.88,Discount School Supply
83bd1d9933bc45b8a95e4066d12a32a4,graphing calculator,18.0,9.73,Amazon Business
83bd1d9933bc45b8a95e4066d12a32a4,art easel,46.0,13.53,Lakeshore Learning Materials
83bd1d9933bc45b8a95e4066d12a32a4,hp 11.6 chromebook,24.0,15.74,School Specialty
4ca4b16f170e4fe3b04c6b300829c6e1,black write and wipe markers,37.0,124.79,Lakeshore Learning Materials
4ca4b16f170e4fe3b04c6b300829c6e1,black write and wipe markers,7.0,7.16,Woodwind & Brasswind
4ca4b16f170e4fe3b04c6b300829c6e1,apple ipad wi-fi 32gb,31.0,33.66,Lakeshore Learning Materials
4ca4b16f170e4fe3b04c6b300829c6e1,science kit - magnets and motion,26.0,11.64,Lakeshore Learning Materials
80a4044e36464f8594943b67956e864f,privacy partition,25.0,12.1,School Specialty
80a4044e36464f8594943b67956e864f,art easel,2.0,8.74,Best Buy Co
80a4044e36464f8594943b67956e864f,privacy partition,24.0,34.42,AKJ Education
80a4044e36464f8594943b67956e864f,"gaiam kids stay-n-play balance ball, grey",9.0,17.11,Lakeshore Learning Materials
80a4044e36464f8594943b67956e864f,sensory fidget tools set,47.0,39.23,AKJ Education
7325a7613bd94deb9af06982935d7e31,basketballs (set of 6),26.0,54.02,Blick Art Materials
7325a7613bd94deb9af06982935d7e31,wireless headphones,46.0,5.17,School Specialty
7325a7613bd94deb9af06982935d7e31,classroom library book set,34.0,105.72,Woodwind & Brasswind
7325a7613bd94deb9af06982935d7e31,flexible seating stool,15.0,75.48,Blick Art Materials
71823b87b7c64bc4a900c728d82ea709,black write and wipe markers,28.0,122.27,Lakeshore Learning Materials
71823b87b7c64bc4a900c728d82ea709,wireless headphones,21.0,92.36,Discount School Supply
e8ec96b68f264c1dbf0bc634c4ba69b1,art easel,22.0,60.42,Best Buy Co
e8ec96b68f264c1dbf0bc634c4ba69b1,"gaiam kids stay-n-play balance ball, grey",9.0,164.44,Woodwind & Brasswind
e8ec96b68f264c1dbf0bc634c4ba69b1,science kit - magnets and motion,34.0,34.14,Amazon Business
e8ec96b68f264c1dbf0bc634c4ba69b1,soft seating cushion,7.0,50.65,Discount School Supply
8a08911e273f4f2eadcbea13e9c7b39e,hp 11.6 chromebook,43.0,56.4,Best Buy Co
60ac50f36a2644e5aa829b0a23ccdcfc,soft seating cushion,8.0,10.98,Amazon Business
60ac50f36a2644e5aa829b0a23ccdcfc,graphing calculator,32.0,17.26,Woodwind & Brasswind
138df0a4bd7640a5a72126d6b6c0112f,"gaiam kids stay-n-play balance ball, grey",48.0,35.73,Amazon Business
138df0a4bd7640a5a72126d6b6c0112f,soft seating cushion,25.0,9.47,Blick Art Materials
138df0a4bd7640a5a72126d6b6c0112f,classroom library book set,43.0,34.07,Best Buy Co
0fa04b343d204d4dbedbb98b1cffb41d,classroom library book set,35.0,33.54,AKJ Education
0fa04b343d204d4dbedbb98b1cffb41d,privacy partition,39.0,5.15,Amazon Business
0fa04b343d204d4dbedbb98b1cffb41d,black write and wipe markers,25.0,45.54,Woodwind & Brasswind
0fa04b343d204d4dbedbb98b1cffb41d,art easel,44.0,30.24,School Specialty
c55eca34c4aa46edaa8c3ca7bea95c06,science kit - magnets and motion,20.0,39.06,Woodwind & Brasswind
c55eca34c4aa46edaa8c3ca7bea95c06,classroom library book set,12.0,42.26,Discount School Supply
c55eca34c4aa46edaa8c3ca7bea95c06,classroom library book set,3.0,47.0,Amazon Business
c7ee6772603543288aee8dab9dcb5eaf,graphing calculator,20.0,57.54,School Specialty
e35840fae9e442e09b4d51fa3ec9a2cb,art easel,1.0,26.16,Lakeshore Learning Materials
e35840fae9e442e09b4d51fa3ec9a2cb,graphing calculator,34.0,26.78,AKJ Education
e35840fae9e442e09b4d51fa3ec9a2cb,"gaiam kids stay-n-play balance ball, grey",32.0,50.54,Lakeshore Learning Materials
4d926fa9ccde41d8b8194b28e9b4e6a4,sensory fidget tools set,45.0,31.62,School Specialty
4d926fa9ccde41d8b8194b28e9b4e6a4,apple ipad wi-fi 32gb,30.0,15.07,Woodwind & Brasswind
5f4d6082f78a41209b157d59167d46f7,basketballs (set of 6),10.0,124.99,Lakeshore Learning Materials
5f4d6082f78a41209b157d59167d46f7,graphing calculator,28.0,11.37,School Specialty
5f4d6082f78a41209b157d59167d46f7,microscope for classroom use,8.0,26.96,Lakeshore Learning Materials
5f4d6082f78a41209b157d59167d46f7,microscope for classroom use,30.0,89.74,AKJ Education
62233a7871a647e78195b33fd91eb5ee,microscope for classroom use,23.0,14.57,AKJ Education
62233a7871a647e78195b33fd91eb5ee,soft seating cushion,42.0,12.41,Discount School Supply
62233a7871a647e78195b33fd91eb5ee,science kit - magnets and motion,15.0,19.6,Blick Art Materials
ad2d6c00adb64599aa0c49cec560315e,hp 11.6 chromebook,47.0,2.0,School Specialty
ad2d6c00adb64599aa0c49cec560315e,classroom library book set,39.0,7.86,School Specialty
ad2d6c00adb64599aa0c49cec560315e,science kit - magnets and motion,9.0,89.43,School Specialty
ad2d6c00adb64599aa0c49cec560315e,soft seating cushion,22.0,8.46,AKJ Education
ad2d6c00adb64599aa0c49cec560315e,soft seating cushion,9.0,3.07,Amazon Business
1b7f0d36951e41eb9855a00c60d81ac2,"gaiam kids stay-n-play balance ball, grey",22.0,9.76,School Specialty
1b7f0d36951e41eb9855a00c60d81ac2,sensory fidget tools set,33.0,38.2,School Specialty
f7008f563a27432f808fdbb37bff3319,graphing calculator,18.0,34.78,AKJ Education
f7008f563a27432f808fdbb37bff3319,graphing calculator,9.0,8.19,Woodwind & Brasswind
cdf5a92fc4964b2596bd8e1c39da43ec,basketballs (set of 6),23.0,54.17,Discount School Supply
cdf5a92fc4964b2596bd8e1c39da43ec,classroom library book set,5.0,46.49,School Specialty
cdf5a92fc4964b2596bd8e1c39da43ec,"gaiam kids stay-n-play balance ball, grey",8.0,25.65,Woodwind & Brasswind
ba690cac79a94b04a91fe7f339237d9f,basketballs (set of 6),20.0,37.94,Woodwind & Brasswind
ba690cac79a94b04a91fe7f339237d9f,black write and wipe markers,21.0,51.96,Blick Art Materials
a81ca67e041942348b96d9339a201ec8,science kit - magnets and motion,18.0,75.42,Best Buy Co
a81ca67e041942348b96d9339a201ec8,science kit - magnets and motion,21.0,15.25,Best Buy Co
a81ca67e041942348b96d9339a201ec8,sensory fidget tools set,29.0,21.66,Woodwind & Brasswind
b605f8d61d2e48c988dbd206388550d8,art easel,29.0,34.71,Discount School Supply
dd971e929fa04a6987ce1b2bd8bccf3d,basketballs (set of 6),10.0,98.31,AKJ Education
dd971e929fa04a6987ce1b2bd8bccf3d,graphing calculator,48.0,44.65,School Specialty
dd971e929fa04a6987ce1b2bd8bccf3d,microscope for classroom use,19.0,22.13,Blick Art Materials
dd971e929fa04a6987ce1b2bd8bccf3d,classroom library book set,19.0,8.74,Amazon Business
1de8e57a4ccf493ba5063b7171fcad2e,microscope for classroom use,39.0,13.1,AKJ Education
58959870bd1447fa9d1a3cfd4564a935,sensory fidget tools set,9.0,33.7,Blick Art Materials
58959870bd1447fa9d1a3cfd4564a935,sensory fidget tools set,6.0,19.19,Lakeshore Learning Materials
58959870bd1447fa9d1a3cfd4564a935,apple ipad wi-fi 32gb,42.0,6.67,Amazon Business
e9270f24c0bd474cb6c8be2975d8a9a4,basketballs (set of 6),27.0,76.43,Lakeshore Learning Materials
e9270f24c0bd474cb6c8be2975d8a9a4,soft seating cushion,36.0,15.83,Lakeshore Learning Materials
4c0b5360240c4db19ee1e64c81c2b87b,hp 11.6 chromebook,18.0,35.02,Blick Art Materials
6a85fca136d84d54b82e962060e0fb06,soft seating cushion,48.0,13.07,AKJ Education
6a85fca136d84d54b82e962060e0fb06,soft seating cushion,10.0,11.29,Amazon Business
6a85fca136d84d54b82e962060e0fb06,microscope for classroom use,6.0,158.57,AKJ Education
6a85fca136d84d54b82e962060e0fb06,wireless headphones,35.0,28.64,Lakeshore Learning Materials
73c6f15cfd8c43869ce77197a0154203,science kit - magnets and motion,21.0,27.21,Discount School Supply
0cf0ebd7320a41aa82fe43feae7182e8,sensory fidget tools set,37.0,30.64,School Specialty
0cf0ebd7320a41aa82fe43feae7182e8,graphing calculator,48.0,87.05,AKJ Education
5defea7474854e379e91f4f6843ba3b6,graphing calculator,42.0,9.13,Blick Art Materials
5defea7474854e379e91f4f6843ba3b6,classroom library book set,49.0,46.77,Blick Art Materials
5defea7474854e379e91f4f6843ba3b6,flexible seating stool,25.0,28.36,Lakeshore Learning Materials
d4392565dd324b988ad162e87873458f,apple ipad wi-fi 32gb,40.0,23.19,Woodwind & Brasswind
d4392565dd324b988ad162e87873458f,black write and wipe markers,39.0,17.01,Best Buy Co
d4392565dd324b988ad162e87873458f,hp 11.6 chromebook,29.0,12.14,Amazon Business
151d0cd79fb04950be88bc92f36bd18d,sensory fidget tools set,22.0,10.03,Lakeshore Learning Materials
151d0cd79fb04950be88bc92f36bd18d,hp 11.6 chromebook,4.0,90.85,Discount School Supply
3ce3378a951749fc8080147c7a7ef0d1,wireless headphones,45.0,73.64,Lakeshore Learning Materials
3ce3378a951749fc8080147c7a7ef0d1,sensory fidget tools set,45.0,15.66,Lakeshore Learning Materials
b58ea89fedfa4304b847b85944c7e7b7,apple ipad wi-fi 32gb,9.0,7.73,AKJ Education
b58ea89fedfa4304b847b85944c7e7b7,graphing calculator,38.0,13.28,Best Buy Co
b58ea89fedfa4304b847b85944c7e7b7,flexible seating stool,35.0,6.46,AKJ Education
96fbc1039f1348e98a244e2bc6a7e6f3,science kit - magnets and motion,14.0,16.29,AKJ Education
96fbc1039f1348e98a244e2bc6a7e6f3,microscope for classroom use,10.0,41.97,AKJ Education
96fbc1039f1348e98a244e2bc6a7e6f3,classroom library book set,49.0,36.93,Discount School Supply
96fbc1039f1348e98a244e2bc6a7e6f3,flexible seating stool,44.0,8.36,Blick Art Materials
96fbc1039f1348e98a244e2bc6a7e6f3,hp 11.6 chromebook,39.0,7.31,School Specialty
ddaaa995f79a44588690f5658dbed71f,flexible seating stool,19.0,70.53,Blick Art Materials
ddaaa995f79a44588690f5658dbed71f,sensory fidget tools set,19.0,49.5,Blick Art Materials
ddaaa995f79a44588690f5658dbed71f,"gaiam kids stay-n-play balance ball, grey",12.0,131.98,Lakeshore Learning Materials
ddaaa995f79a44588690f5658dbed71f,hp 11.6 chromebook,41.0,38.36,Discount School Supply
ddaaa995f79a44588690f5658dbed71f,microscope for classroom use,43.0,30.32,Lakeshore Learning Materials
14d4c42947b54c83ad0c9007705578b2,privacy partition,1.0,6.36,Discount School Supply
14d4c42947b54c83ad0c9007705578b2,black write and wipe markers,9.0,7.75,Best Buy Co
cd654bd576b840ef9531f3c2176ecf00,art easel,34.0,5.75,Blick Art Materials
cfe9302257a540768aa485875378dd23,flexible seating stool,47.0,46.18,Lakeshore Learning Materials
cfe9302257a540768aa485875378dd23,basketballs (set of 6),9.0,26.37,Blick Art Materials
cfe9302257a540768aa485875378dd23,microscope for classroom use,49.0,33.12,Woodwind & Brasswind
cfe9302257a540768aa485875378dd23,privacy partition,5.0,5.56,School Specialty
cfe9302257a540768aa485875378dd23,graphing calculator,46.0,71.75,Amazon Business
89443f2bfa9341a8a6db8d5551370d32,privacy partition,49.0,70.19,Discount School Supply
89443f2bfa9341a8a6db8d5551370d32,classroom library book set,27.0,16.8,Blick Art Materials
89443f2bfa9341a8a6db8d5551370d32,sensory fidget tools set,27.0,17.2,School Specialty
